epoch,accuracy,loss,val_accuracy,val_loss
0,0.8706684708595276,0.4791039526462555,0.9249920845031738,0.2426985502243042
1,0.9443155527114868,0.18779484927654266,0.9559141993522644,0.14782166481018066
2,0.9662333130836487,0.12017833441495895,0.9741698503494263,0.10547441244125366
3,0.974990963935852,0.09392596036195755,0.977657675743103,0.09324122965335846
4,0.9798089265823364,0.07835197448730469,0.98128342628479,0.0798252746462822
